OBJECTID,state,phone,latitude,longitude,type_facility,category_code,category_name,service_code
308,MA,617-202-9222,42.344372,-71.1148571,substance abuse,PF,Primary Focus of the Provider,SAF
309,MA,617-892-7937,42.30041,-71.105673,substance abuse,PF,Primary Focus of the Provider,SAF
310,MA,978-687-4257,42.7019379,-71.1795247,substance abuse,TC,Type of Care,MOA
311,MA,617-522-2936 x424,42.30041,-71.105673,substance abuse,PF,Primary Focus of the Provider,SAF
312,MA,617-278-4288,42.3308926,-71.1100899,mental health,TC,Type of Care,MH
313,MA,617-354-2275,42.382799,-71.1187943,mental health,TC,Type of Care,MH
314,MA,617-626-9300,42.3361282,-71.1085894,mental health,TAP,Treatment Approaches,CBT
315,MA,781-932-8114,42.5107089,-71.1410214,substance abuse,PF,Primary Focus of the Provider,MHSAF
316,MA,617-547-2255,42.3719993,-71.1159555,mental health,AS,Ancillary Services,CM
317,MA,617-425-2000,42.3405312,-71.0730169,mental health,OL,Other Languages,SP
318,MA,617-983-6047,42.3109211,-71.10403,substance abuse,PF,Primary Focus of the Provider,GHF
319,MA,617-442-0048 x302,42.299581,-71.1017916,substance abuse,PF,Primary Focus of the Provider,SAF
320,MA,857-273-4929,42.299581,-71.1017916,substance abuse,PF,Primary Focus of the Provider,SAF
321,MA,617-355-6680,42.337436,-71.105447,mental health,TC,Type of Care,MH
322,MA,617-355-2727,42.3373982,-71.104968,substance abuse,AS,Ancillary Services,HIVT
323,MA,617-665-1000,42.374498,-71.104404,mental health,TAP,Treatment Approaches,GT
324,MA,508-427-3000,42.098047,-71.065877,mental health,TC,Type of Care,MH
325,MA,617-732-6753,42.337105,-71.102317,mental health,TC,Type of Care,MH
326,MA,617-523-6400,42.325314,-71.099378,mental health,AGE,Age Groups Accepted,ADLT
327,MA,978-687-6300,42.7023349,-71.1691894,substance abuse,PF,Primary Focus of the Provider,SAF
328,MA,617-442-8800 x1392,42.319523,-71.097929,mental health,TC,Type of Care,MH
329,MA,617-442-8800 x1602,42.3192836,-71.0977261,substance abuse,PF,Primary Focus of the Provider,SAF
330,MA,617-442-8800 x1420,42.318961,-71.097433,substance abuse,TAP,Treatment Approaches,BIA
331,MA,617-442-8800 x1535,42.318961,-71.097433,substance abuse,TC,Type of Care,SA
332,MA,617-628-8188 x308,42.390736,-71.109677,substance abuse,PF,Primary Focus of the Provider,SAF
333,MA,617-442-8800,42.3191673,-71.0960074,substance abuse,PF,Primary Focus of the Provider,SAF
334,MA,978-686-8202 x19,42.7037922,-71.1659737,mental health,TC,Type of Care,MH
335,MA,774-826-2473,42.065637,-71.053998,mental health,TC,Type of Care,MH
336,MA,617-591-6051,42.384934,-71.106044,substance abuse,PF,Primary Focus of the Provider,SAF
337,MA,617-267-0900,42.3440365,-71.0988961,substance abuse,TC,Type of Care,VTRL
338,MA,978-687-0156 x2213,42.728461,-71.168301,mental health,OL,Other Languages,SP
339,MA,617-427-1000,42.332571,-71.092825,substance abuse,GN,Gender Accepted,MALE
340,MA,781-838-6757,42.4955957,-71.1236289,substance abuse,PF,Primary Focus of the Provider,SAF
341,MA,781-306-6000,42.4262974,-71.1111054,mental health,TC,Type of Care,MH
342,MA,617-534-2922,42.271593,-71.079111,substance abuse,AS,Ancillary Services,HIVT
343,MA,508-999-1102 x104,41.648514,-70.989701,substance abuse,PF,Primary Focus of the Provider,SAF
344,MA,617-534-6163,42.2716186,-71.0790073,substance abuse,PF,Primary Focus of the Provider,SAF
345,MA,508-999-3886,41.6395996,-70.9866026,substance abuse,PF,Primary Focus of the Provider,MHSAF
346,MA,978-683-3128,42.70707,-71.15546,mental health,TC,Type of Care,MH
347,MA,617-623-5277 x351,42.3845922,-71.0933031,substance abuse,PF,Primary Focus of the Provider,SAF
348,MA,617-442-8800 x1284,42.3303947,-71.0826993,substance abuse,PF,Primary Focus of the Provider,SAF
349,MA,617-971-9360,42.33045255,-71.07429964,substance abuse,PAY,Payment/Insurance Accepted,SF
350,MA,508-207-9800,41.674167,-70.98532,mental health,TAP,Treatment Approaches,GT
351,MA,617-325-2993 x2044,42.273887,-71.06976,mental health,TC,Type of Care,MH
352,MA,617-822-8783,42.2894145,-71.0720545,mental health,TC,Type of Care,MH
353,MA,617-825-9660,42.289384,-71.071349,substance abuse,PF,Primary Focus of the Provider,MHSAF
354,MA,617-262-5032,42.337837,-71.078488,substance abuse,PF,Primary Focus of the Provider,SAF
355,MA,617-445-1123 x321,42.3264779,-71.0746088,substance abuse,AS,Ancillary Services,DP
356,MA,617-445-1123 x308,42.3267926,-71.075081,substance abuse,PF,Primary Focus of the Provider,MHSAF
357,MA,978-687-1617,42.70356,-71.143792,mental health,PAY,Payment/Insurance Accepted,SF
358,MA,617-265-2636,42.2973332,-71.0670408,substance abuse,TAP,Treatment Approaches,CBT
359,MA,617-506-2378,42.2774856,-71.0657391,mental health,TC,Type of Care,MH
360,MA,617-445-1123 x111,42.325946,-71.073865,substance abuse,PF,Primary Focus of the Provider,SAF
361,MA,978-688-4830,42.7047744,-71.1436065,mental health,TC,Type of Care,MH
362,MA,617-262-7142 x202,42.3355664,-71.0754188,substance abuse,PF,Primary Focus of the Provider,SAF
363,MA,617-971-9360 x100,42.3306045,-71.0744562,substance abuse,PF,Primary Focus of the Provider,SAF
364,MA,617-989-1093 x523,42.3225768,-71.0725362,substance abuse,PF,Primary Focus of the Provider,MHSAF
365,MA,617-587-1905,42.3383601,-71.0748143,substance abuse,PF,Primary Focus of the Provider,SAF
366,MA,781-986-4800,42.170894,-71.046573,mental health,TC,Type of Care,MH
367,MA,617-534-2730,42.3337968,-71.0727497,substance abuse,PF,Primary Focus of the Provider,MHSAF
368,MA,617-287-8000 x8325,42.3119206,-71.0686823,substance abuse,PF,Primary Focus of the Provider,MHSAF
369,MA,617-626-8700,42.336172,-71.070757,mental health,PAY,Payment/Insurance Accepted,PI
370,MA,617-318-6480,42.3329172,-71.07011,substance abuse,PF,Primary Focus of the Provider,SAF
371,MA,617-247-7555,42.3487138,-71.0722817,substance abuse,TC,Type of Care,DB
372,MA,617-288-1584 x1005,42.3063401,-71.0653931,substance abuse,PF,Primary Focus of the Provider,SAF
373,MA,617-825-6088 x501,42.317262,-71.067089,substance abuse,PF,Primary Focus of the Provider,SAF
374,MA,617-849-6994,42.347285,-71.0705,substance abuse,PF,Primary Focus of the Provider,MHSAF
375,MA,617-288-3230,42.304428,-71.059972,substance abuse,AS,Ancillary Services,HIVT
376,MA,617-423-9575 x212,42.355009,-71.062956,substance abuse,AS,Ancillary Services,DP
377,MA,617-288-3906,42.314014,-71.06246,substance abuse,PF,Primary Focus of the Provider,SAF
378,MA,508-742-4400,42.058483,-71.010301,substance abuse,TC,Type of Care,DM
379,MA,617-682-0823,42.3847796,-71.071412,substance abuse,TC,Type of Care,SA
380,MA,508-583-0493,42.10090014,-71.02127688,substance abuse,OL,Other Languages,SP
381,MA,617-227-2622,42.3577157,-71.0623837,substance abuse,TC,Type of Care,SA
382,MA,617-724-5600,42.361737,-71.067068,substance abuse,PF,Primary Focus of the Provider,SAF
383,MA,781-344-0102 x112,42.0823932,-71.0203486,substance abuse,GN,Gender Accepted,MALE
384,MA,617-636-5000,42.349509,-71.063164,mental health,TC,Type of Care,MH
385,MA,617-636-0219,42.349509,-71.063164,mental health,TC,Type of Care,MH
386,MA,781-321-2600,42.427683,-71.076243,substance abuse,PF,Primary Focus of the Provider,SAF
387,MA,617-912-7800,42.362586,-71.063603,mental health,TC,Type of Care,MH
388,MA,508-427-4383,42.0680262,-71.0152413,substance abuse,PF,Primary Focus of the Provider,MHSAF
389,MA,617-643-4699,42.364169,-71.063062,substance abuse,TAP,Treatment Approaches,CBT
390,MA,617-482-5292,42.356013,-71.061653,substance abuse,AGE,Age Groups Accepted,ADLT
391,MA,617-268-1700,42.33632,-71.05586,mental health,TAP,Treatment Approaches,TT
392,MA,508-232-6670,42.0814281,-71.0159243,mental health,TAP,Treatment Approaches,GT
393,MA,508-232-6670 x530,42.0814281,-71.0159243,substance abuse,TC,Type of Care,SA
394,MA,508-580-4691,42.0828481,-71.0158483,mental health,SL,Language Services,FX
395,MA,617-724-5202,42.363848,-71.0616698,mental health,TC,Type of Care,MH
396,MA,617-482-8819 x1215,42.353481,-71.059437,substance abuse,AS,Ancillary Services,GCO
397,MA,508-521-1020,42.0823751,-71.0152685,mental health,OL,Other Languages,F19
398,MA,617-371-3020,42.362347,-71.060583,mental health,TAP,Treatment Approaches,GT
399,MA,617-269-2933,42.33632,-71.05586,substance abuse,AS,Ancillary Services,HS
400,MA,508-984-5566,41.6367806,-70.9537948,mental health,TC,Type of Care,MH
401,MA,781-246-1964 x3015,42.5164533,-71.0867673,mental health,TC,Type of Care,MH
402,MA,617-371-3030 x3085,42.363831,-71.0595,substance abuse,PF,Primary Focus of the Provider,SAF
403,MA,508-584-9210,42.057098,-71.0095974,substance abuse,PF,Primary Focus of the Provider,SAF
404,MA,508-638-6000,42.0578704,-71.0093689,substance abuse,TC,Type of Care,DT
405,MA,508-408-6190,42.057098,-71.0095974,substance abuse,PF,Primary Focus of the Provider,SAF
406,MA,617-268-5000,42.332957,-71.053771,substance abuse,AS,Ancillary Services,ICO
407,MA,617-847-1909,42.228292,-71.0323865,mental health,TAP,Treatment Approaches,GT
408,MA,617-534-9500,42.330492,-71.049496,substance abuse,PF,Primary Focus of the Provider,SAF
409,MA,617-242-0088,42.376225,-71.056335,substance abuse,PF,Primary Focus of the Provider,SAF
410,MA,617-268-7124,42.336084,-71.044376,substance abuse,PAY,Payment/Insurance Accepted,NP
411,MA,617-643-8080,42.3648166,-71.0537639,mental health,TC,Type of Care,MH
412,MA,617-268-5517 x308,42.3345029,-71.0377906,substance abuse,GN,Gender Accepted,MALE
413,MA,781-306-6247,42.4601799,-71.0611084,mental health,TC,Type of Care,MH
414,MA,617-912-7500,42.3748178,-71.0380175,substance abuse,TC,Type of Care,ACM
415,MA,617-481-8991,42.2730163,-71.0266331,substance abuse,PF,Primary Focus of the Provider,MHSAF
416,MA,781-388-6200,42.4038921,-71.0489154,substance abuse,PAY,Payment/Insurance Accepted,PI
417,MA,617-569-6050,42.38058955,-71.0392471,substance abuse,PF,Primary Focus of the Provider,SAF
418,MA,617-569-3189,42.374821,-71.03798,mental health,TC,Type of Care,MH
419,MA,617-607-6351,42.264611,-71.017933,substance abuse,PF,Primary Focus of the Provider,SAF
420,MA,617-934-1136,42.2645669,-71.0179181,substance abuse,PF,Primary Focus of the Provider,SAF
421,MA,617-569-2089,42.38063737,-71.03744393,substance abuse,TAP,Treatment Approaches,RELP
422,MA,508-992-0800,41.6243602,-70.9248251,substance abuse,SL,Language Services,FX
423,MA,508-996-8572,41.642879,-70.928721,mental health,PAY,Payment/Insurance Accepted,SF
424,MA,508-897-2069,42.089639,-70.988397,mental health,OL,Other Languages,SP
425,MA,774-202-4820,41.631787,-70.927499,substance abuse,PF,Primary Focus of the Provider,SAF
426,MA,508-984-1880,41.641077,-70.928155,substance abuse,PF,Primary Focus of the Provider,SAF
427,MA,617-773-7023,42.246236,-70.9976949,substance abuse,AGE,Age Groups Accepted,YAD
428,MA,508-992-8948,41.664265,-70.929264,substance abuse,PF,Primary Focus of the Provider,SAF
429,MA,617-479-0102,42.247634,-71.001744,substance abuse,OL,Other Languages,SP
430,MA,617-889-4860,42.391088,-71.036655,mental health,TC,Type of Care,MH
431,MA,508-771-0550,41.6519567,-70.9245184,mental health,PAY,Payment/Insurance Accepted,MD
432,MA,617-889-3300,42.391088,-71.036655,substance abuse,PF,Primary Focus of the Provider,MHSAF
433,MA,617-381-7100,42.409152,-71.039163,mental health,TC,Type of Care,MH
434,MA,508-996-3147,41.6214394,-70.921287,mental health,TC,Type of Care,MH
435,MA,508-717-0525,41.651957,-70.924519,substance abuse,TAP,Treatment Approaches,CBT
436,MA,774-628-1000,41.652688,-70.924652,substance abuse,PF,Primary Focus of the Provider,SAF
437,MA,508-999-3126,41.6184603,-70.9192719,substance abuse,TC,Type of Care,NXN
438,MA,508-994-3678,41.665056,-70.9229494,substance abuse,PF,Primary Focus of the Provider,MHSAF
439,MA,617-770-9690,42.2492537,-71.0028238,mental health,TC,Type of Care,MH
440,MA,617-471-8400 x100,42.254487,-71.005488,mental health,TC,Type of Care,MH
441,MA,617-328-0639,42.2492537,-71.0028238,substance abuse,PF,Primary Focus of the Provider,SAF
442,MA,617-769-7202,42.245615,-71.001094,mental health,TC,Type of Care,MH
443,MA,978-373-4985,42.8145703,-71.1044405,substance abuse,PF,Primary Focus of the Provider,SAF
444,MA,617-889-8779,42.3962296,-71.023305,substance abuse,AS,Ancillary Services,ICO
445,MA,508-763-3737,41.769723,-70.925395,mental health,TC,Type of Care,MH
446,MA,508-760-1475,41.65194,-70.489728,substance abuse,AS,Ancillary Services,ACC
447,MA,774-419-1000,41.902126,-70.916287,mental health,AGE,Age Groups Accepted,CHLD
448,MA,978-372-2181,42.764203,-71.067536,mental health,TAP,Treatment Approaches,AT
449,MA,781-447-6425 x241,42.068363,-70.948475,mental health,AGE,Age Groups Accepted,SNR
450,MA,508-746-2000,41.943904,-70.644869,mental health,PAY,Payment/Insurance Accepted,MD
451,MA,781-246-2010 x2071,42.5095353,-71.0343553,mental health,TC,Type of Care,MH
452,MA,781-289-9331,42.409016,-71.007003,mental health,TC,Type of Care,MH
453,MA,617-774-6090,42.238747,-70.98362,mental health,AGE,Age Groups Accepted,YAD
454,MA,978-373-8222,42.777642,-71.073319,mental health,TC,Type of Care,MH
455,MA,914-574-9583,42.246795,-70.976531,substance abuse,PF,Primary Focus of the Provider,SAF
456,MA,508-224-7701,41.887165,-70.537275,mental health,TAP,Treatment Approaches,TT
457,MA,781-331-3709 x6207,42.175691,-70.9560058,substance abuse,PF,Primary Focus of the Provider,SAF
458,MA,617-878-2550,42.17075,-70.942791,substance abuse,PF,Primary Focus of the Provider,SAF
459,MA,978-641-3001 x547,42.7647475,-71.0464659,substance abuse,PF,Primary Focus of the Provider,SAF
460,MA,978-381-5737,42.7648887,-71.0447859,mental health,TC,Type of Care,MH
461,MA,978-739-7621,42.5866809,-70.9767743,substance abuse,AGE,Age Groups Accepted,YAD
462,MA,978-420-1156,42.7648887,-71.0447859,substance abuse,TC,Type of Care,SA
463,MA,978-739-7664,42.5866809,-70.9767743,substance abuse,GN,Gender Accepted,FEM
464,MA,781-812-1643,42.2005221,-70.9409978,substance abuse,PF,Primary Focus of the Provider,MHSAF
465,MA,844-875-7667,42.4532823,-70.9588175,substance abuse,TC,Type of Care,SA
466,MA,978-535-9190,42.5410893,-70.9872271,substance abuse,PF,Primary Focus of the Provider,SAF
467,MA,781-477-3950,42.501466,-70.978478,mental health,TC,Type of Care,MH
468,MA,978-739-7615,42.586803,-70.97731,substance abuse,AS,Ancillary Services,CM
469,MA,978-777-2121,42.5866809,-70.9767743,substance abuse,PF,Primary Focus of the Provider,SAF
470,MA,781-584-8490,42.465919,-70.953334,substance abuse,TAP,Treatment Approaches,ANG
471,MA,781-581-4400 x4473,42.4612473,-70.9512976,substance abuse,PF,Primary Focus of the Provider,MHSAF
472,MA,978-922-2280,42.5586805,-70.8873532,substance abuse,GN,Gender Accepted,FEM
473,MA,781-233-1095,42.492776,-70.95645,substance abuse,SG,Special Programs/Groups Offered,WN
474,MA,781-268-1133,42.4634523,-70.9473729,substance abuse,PF,Primary Focus of the Provider,SAF
475,MA,781-477-7222,42.463978,-70.9459,mental health,AS,Ancillary Services,STU
476,MA,781-581-9270,42.4644229,-70.940269,substance abuse,PF,Primary Focus of the Provider,SAF
477,MA,781-593-9434 x228,42.4651483,-70.937202,substance abuse,TC,Type of Care,SA
478,MA,781-593-9434 x212,42.465057,-70.936992,substance abuse,PF,Primary Focus of the Provider,SAF
479,MA,978-774-6820,42.549295,-70.945688,substance abuse,PF,Primary Focus of the Provider,MHF
480,MA,978-774-6820 x0,42.5493358,-70.9451575,mental health,TC,Type of Care,MH
481,MA,978-531-9951 x102,42.521932,-70.9251,substance abuse,TC,Type of Care,HH
482,MA,781-871-6550 x29,42.160444,-70.85996,mental health,TC,Type of Care,MH
483,MA,781-871-6550 x22,42.1584065,-70.8595483,substance abuse,PF,Primary Focus of the Provider,MHSAF
484,MA,978-524-7133,42.5181926,-70.8880745,mental health,TC,Type of Care,MH
485,MA,978-921-1190,42.560959,-70.887338,mental health,TC,Type of Care,MH
486,MA,978-463-1066,42.814764,-70.890682,mental health,TC,Type of Care,MH
487,MA,978-834-8448,42.849048,-70.932541,mental health,TAP,Treatment Approaches,CFT
488,MA,978-948-2346,42.738174,-70.881241,mental health,TC,Type of Care,MH
489,MA,978-462-7341,42.81134226,-70.87752872,substance abuse,PF,Primary Focus of the Provider,SAF
490,MA,978-356-9321,42.697136,-70.852065,mental health,TC,Type of Care,MH
491,MA,508-295-3600,41.763433,-70.684972,mental health,AS,Ancillary Services,CM
492,MA,508-540-5052,41.5491438,-70.6444807,substance abuse,AS,Ancillary Services,ICO
493,MA,508-830-0000 x1406,41.9571652,-70.6928807,substance abuse,PF,Primary Focus of the Provider,MHSAF
494,MA,508-830-0000,41.9569989,-70.6921249,mental health,TC,Type of Care,MH
495,MA,508-830-3444 x331,41.9786197,-70.6861816,substance abuse,PF,Primary Focus of the Provider,SAF
496,MA,508-540-6550,41.6002119,-70.6364921,substance abuse,AS,Ancillary Services,STDT
497,MA,508-295-7990,41.7558371,-70.6462334,substance abuse,PF,Primary Focus of the Provider,SAF
498,MA,508-457-4404,41.571833,-70.624483,mental health,TC,Type of Care,MH
499,MA,508-732-8700,41.944451,-70.645117,mental health,TAP,Treatment Approaches,GT
500,MA,508-830-1234,41.95739786,-70.66676274,substance abuse,TAP,Treatment Approaches,RELP
501,MA,508-693-7900 x310,41.4197856,-70.5927861,mental health,TC,Type of Care,MH
502,MA,508-564-9600,41.6885,-70.601958,mental health,AS,Ancillary Services,STU
503,MA,508-388-7613,41.5826116,-70.5970319,substance abuse,PF,Primary Focus of the Provider,SAF
504,MA,774-247-4939,41.7456191,-70.6131202,substance abuse,PF,Primary Focus of the Provider,MHSAF
505,MA,978-283-0296 x201,42.6252131,-70.6806526,substance abuse,PF,Primary Focus of the Provider,SAF
506,MA,978-283-0296,42.6252131,-70.6806526,mental health,TC,Type of Care,MH
507,MA,978-381-7422,42.6252131,-70.6806526,substance abuse,PF,Primary Focus of the Provider,SAF
508,MA,508-224-7701 x2436,41.887157,-70.537288,substance abuse,TC,Type of Care,ACM
509,MA,508-224-7701 x2420,41.8862435,-70.5381939,substance abuse,PF,Primary Focus of the Provider,SAF
510,MA,508-790-3375,41.650416,-70.312793,mental health,PAY,Payment/Insurance Accepted,PI
511,MA,508-862-9929,41.6578658,-70.3301903,substance abuse,EXCL,Exclusive Services,DU
512,MA,508-778-1839,41.6725212,-70.2982748,mental health,TC,Type of Care,MH
513,MA,508-862-7670,41.6533189,-70.2730144,mental health,TC,Type of Care,MH
514,MA,508-398-5155 x2925,41.6866751,-70.2121712,substance abuse,PF,Primary Focus of the Provider,SAF
515,MA,508-487-2449,42.0607876,-70.1901968,substance abuse,TC,Type of Care,RPN
516,MA,508-228-2689,41.2742578,-70.1013017,substance abuse,PF,Primary Focus of the Provider,MHSAF
517,MA,508-896-5776,41.755393,-70.090466,mental health,TC,Type of Care,MH
518,MA,508-432-4100,41.722677,-70.037061,mental health,TC,Type of Care,MH
519,MA,508-255-3584,41.7816529,-69.9972357,substance abuse,PF,Primary Focus of the Provider,MHSAF
